Year,Month,Day,Temperature
2017,5,2,-8.69
2017,5,3,-1.143
2017,5,4,0.991
2017,5,5,-1.353
2017,5,6,1.106
2017,5,7,0.024
2017,5,8,1.787
2017,5,9,1.41
2017,5,10,4.036
2017,5,11,-0.573
2017,5,12,6.375
2017,5,13,6.786
2017,5,14,7.738
2017,5,15,8.04
2017,5,16,6.7
2017,5,17,3.448
2017,5,18,4.155
2017,5,19,-2.672
2017,5,20,0.218
2017,5,21,3.572
2017,5,22,7.771
2017,5,23,8.34
2017,5,24,4.983
2017,5,25,5.21
2017,5,26,2.665
2017,5,27,2.366
2017,5,28,2.229
2017,5,29,3.414
2017,5,30,1.952
2017,5,31,-0.446
2017,6,1,1.468
2017,6,2,2.012
2017,6,3,3.292
2017,6,4,6.879
2017,6,5,0.096
2017,6,6,4.238
2017,6,7,-4.742
2017,6,8,1.777
2017,6,9,5.441
2017,6,10,4.162
2017,6,11,3.812
2017,6,12,4.571
2017,6,13,6.421
2017,6,14,4.236
2017,6,15,6.147
2017,6,16,5.536
2017,6,17,7.304
2017,6,18,6.087
2017,6,19,6.563
2017,6,20,6.752
2017,6,21,6.495
2017,6,22,7.719
2017,6,23,8.25
2017,6,24,3.908
2017,6,25,2.486
2017,6,26,4.137
2017,6,27,3.401
2017,6,28,3.562
2017,6,29,1.366
2017,6,30,5.192
2017,7,1,5.953
2017,7,2,3.584
2017,7,3,6.122
2017,7,4,6.776
2017,7,5,8.55
2017,7,6,6.906
2017,7,7,9.51
2017,7,8,10.68
2017,7,9,13.59
2017,7,10,10.46
2017,7,11,9.3
2017,7,12,5.155
2017,7,13,7.187
2017,7,14,2.917
2017,7,15,4.02
2017,7,16,6.155
2017,7,17,3.972
2017,7,18,4.616
2017,7,19,6.031
2017,7,20,6.244
2017,7,21,6.587
2017,7,22,7.636
2017,7,23,8.17
2017,7,24,6.565
2017,7,25,6.198
2017,7,26,7.925
2017,7,27,9.18
2017,7,28,9.2
2017,7,29,10.47
2017,7,30,8.89
2017,7,31,10.35
2017,8,1,6.667
2017,8,2,10.37
2017,8,3,7.426
2017,8,4,6.193
2017,8,5,3.907
2017,8,6,6.664
2017,8,7,9.75
2017,8,8,7.38
2017,8,9,8.89
2017,8,10,9.93
2017,8,11,6.82
2017,8,12,-0.139
2017,8,13,3.196
2017,8,14,4.456
2017,8,15,5.47
2017,8,16,4.231
2017,8,17,2.12
2017,8,18,-0.495
2017,8,19,4.231
2017,8,20,4.46
2017,8,21,2.53
2017,8,22,4.877
2017,8,23,1.291
2017,8,24,0.152
2017,8,25,2.957
2017,8,26,2.619
2017,8,27,5.082
2017,8,28,6.492
2017,8,29,6.443
2017,8,30,5.326
2017,8,31,7.721
2017,9,1,4.877
2017,9,2,4.587
2017,9,3,4.885
2017,9,4,7.322
2017,9,5,4.98
2017,9,6,5.354
2017,9,7,5.134
2017,9,8,4.225
2017,9,9,7.202
2017,9,10,5.025
2017,9,11,4.103
2017,9,12,2.886
2017,9,13,1.94
2017,9,14,2.992
2017,9,15,1.278
2017,9,16,5.83
2017,9,17,5.396
2017,9,18,4.783
2017,9,19,2.87
2017,9,20,2.864
2017,9,21,6.009
2017,9,22,4.469
2017,9,23,2.735
2017,9,24,-2.291
2017,9,25,-0.986
2017,9,26,-1.025
2017,9,27,-0.494
2017,9,28,0.597
2017,9,29,-0.587
2017,9,30,-12.8
2017,10,1,-7.582
2017,10,2,-1.726
2017,10,3,-0.459
2017,10,4,-0.827
2017,10,5,-5.36
2017,10,6,-6.678
2017,10,7,-6.106
2017,10,8,-4.892
2017,10,9,3.792
2017,10,10,3.784
2017,10,11,4.117
2017,10,12,2.082
2017,10,13,-0.672
2017,10,14,-0.018
2017,10,15,-0.508
2017,10,16,-1.614
2017,10,17,-1.052
2017,10,18,2.711
2017,10,19,-7.643
2017,10,20,-3.917
2017,10,21,0.187
2017,10,22,-2.394
2017,10,23,-2.046
2017,10,24,-3.8
2017,10,25,-3.929
2017,10,26,-4.297
2017,10,27,-2.662
2017,10,28,-1.052
2017,10,29,-1.869
2017,10,30,0.093
2017,10,31,1.801
2017,11,1,1.958
2017,11,2,1.843
2017,11,3,2.81
2017,11,4,-2.966
2017,11,5,-3.746
2017,11,6,-0.632
2017,11,7,-3.172
2017,11,8,-6.509
2017,11,9,-6.852
2017,11,10,-7.169
2017,11,11,-5.758
2017,11,12,-2.138
2017,11,13,-2.249
2017,11,14,-5.466
2017,11,15,-8.94
2017,11,16,-12.26
2017,11,17,-9.53
2017,11,18,-4.928
2017,11,19,-11.33
2017,11,20,-9.85
2017,11,21,-8.92
2017,11,22,-6.644
2017,11,23,-4.171
2017,11,24,-2.962
2017,11,25,-3.951
2017,11,26,-6.269
2017,11,27,-14.7
2017,11,28,-9.61
2017,11,29,-7.786
2017,11,30,-9.39
2017,12,1,-10.17
2017,12,2,-9.22
2017,12,3,-12.98
2017,12,4,-12.52
2017,12,5,-12.95
2017,12,6,-13.01
2017,12,7,-12.28
2017,12,8,-2.294
2017,12,9,-3.641
2017,12,10,-9.76
2017,12,11,-9.36
2017,12,12,-13.08
2017,12,13,-14.85
2017,12,14,-13.75
2017,12,15,-10.8
2017,12,16,-11.92
2017,12,17,-12.39
2017,12,18,-10.21
2017,12,19,-8.2
2017,12,20,-7.053
2017,12,21,-7.861
2017,12,22,-10.9
2017,12,23,-7.178
2017,12,24,-10.01
2017,12,25,-6.108
2017,12,26,-6.242
2017,12,27,-16.68
2017,12,28,-14.65
2017,12,29,-7.838
2017,12,30,-6.747
2017,12,31,-7.166
2018,1,1,-12.26
2018,1,2,-12.42
2018,1,3,-8.71
2018,1,4,-7.923
2018,1,5,-13.14
2018,1,6,-14.12
2018,1,7,-12.26
2018,1,8,-12.91
2018,1,9,-11.69
2018,1,10,-11.21
2018,1,11,-10.07
2018,1,12,-14.62
2018,1,13,-12.01
2018,1,14,-11.26
2018,1,15,-10.99
2018,1,16,-12.04
2018,1,17,-12.26
2018,1,18,-11.67
2018,1,19,-10.65
2018,1,20,-9.78
2018,1,21,-5.632
2018,1,22,-8.18
2018,1,23,-11.12
2018,1,24,-13.38
2018,1,25,-13.01
2018,1,26,-17.9
2018,1,27,-23.67
2018,1,28,-22.64
2018,1,29,-21.44
2018,1,30,-7.241
2018,1,31,-10.56
2018,2,1,-13.96
2018,2,2,-12.09
2018,2,3,-17.42
2018,2,4,-18.98
2018,2,5,-10.39
2018,2,6,-14.79
2018,2,7,-20.48
2018,2,8,-22.29
2018,2,9,-16.26
2018,2,10,-9.26
2018,2,11,-7.65
2018,2,12,-8.78
2018,2,13,-9.01
2018,2,14,-8.99
2018,2,15,-9.32
2018,2,16,-13.44
2018,2,17,-16.25
2018,2,18,-17.98
2018,2,19,-17.56
2018,2,20,-5.672
2018,2,21,-5.076
2018,2,22,-8.71
2018,2,23,-7.713
2018,2,24,-4.809
2018,2,25,-5.088
2018,2,26,-4.052
2018,2,27,-2.543
2018,2,28,-6.888
2018,3,1,-5.934
2018,3,2,-8.59
2018,3,3,-13.43
2018,3,4,-8.91
2018,3,5,-8.5
2018,3,6,-5.958
2018,3,7,-4.004
2018,3,8,-5.756
2018,3,9,-2.505
2018,3,10,-3.719
2018,3,11,-1.734
2018,3,12,-3.999
2018,3,13,-6.473
2018,3,14,-9.95
2018,3,15,-9.19
2018,3,16,-13.06
2018,3,17,-12.6
2018,3,18,-4.655
2018,3,19,-2.675
2018,3,20,-2.272
2018,3,21,-0.154
2018,3,22,-2.259
2018,3,23,-2.715
2018,3,24,-3.957
2018,3,25,-1.218
2018,3,26,2.359
2018,3,27,-4.106
2018,3,28,-6.229
2018,3,29,-7.019
2018,3,30,-3.2
2018,3,31,4.401
2018,4,1,2.393
2018,4,2,-6.786
2018,4,3,-4.136
2018,4,4,-0.598
2018,4,5,-0.153
2018,4,6,0.787
2018,4,7,1.822
2018,4,8,-7.166
2018,4,9,-3.514
2018,4,10,-6.65
2018,4,11,-11.67
2018,4,12,-5.371
2018,4,13,-3.855
2018,4,14,0.841
2018,4,15,2.224
2018,4,16,-1.855
2018,4,17,-1.688
2018,4,18,-9.51
2018,4,19,-11.53
2018,4,20,-10.94
2018,4,21,-6.093
2018,4,22,-0.364
2018,4,23,1.629
2018,4,24,3.958
2018,4,25,-0.217
2018,4,26,-2.542
2018,4,27,-2.932
2018,4,28,-0.549
2018,4,29,3.239
2018,4,30,3.293
2018,5,1,2.155
2018,5,2,-3.337
2018,5,3,-2.662
2018,5,4,-3.301
2018,5,5,-2.366
2018,5,6,-2.164
2018,5,7,-7.905
2018,5,8,-2.429
2018,5,9,0.169
2018,5,10,1.897
2018,5,11,6.317
2018,5,12,4.4
2018,5,13,2.597
2018,5,14,-1.57
2018,5,15,-2.375
2018,5,16,-0.555
2018,5,17,-3.709
2018,5,18,-1.781
2018,5,19,-2.396
2018,5,20,-4.871
2018,5,21,-0.278
2018,5,22,0.748
2018,5,23,-0.534
2018,5,24,-7.706
2018,5,25,0.766
2018,5,26,5.286
2018,5,27,5.49
2018,5,28,-1.113
2018,5,29,-0.317
2018,5,30,-0.834
2018,5,31,-1.688
2018,6,1,1.993
2018,6,2,5.184
2018,6,3,4.325
2018,6,4,4.367
2018,6,5,2.837
2018,6,6,3.455
2018,6,7,5.917
2018,6,8,5.305
2018,6,9,3.55
2018,6,10,3.788
2018,6,11,4.556
2018,6,12,2.85
2018,6,13,3.686
2018,6,14,5.32
2018,6,15,2.358
2018,6,16,-0.289
2018,6,17,3.49
2018,6,18,4.936
2018,6,19,4.934
2018,7,11,10.52
2018,7,12,6.878
2018,7,13,5.243
2018,7,14,6.76
2018,7,15,4.76
2018,7,16,7.849
2018,7,17,8.33
2018,7,18,6.393
2018,7,19,9.61
2018,7,20,10.26
2018,7,21,9.67
2018,7,22,10.65
2018,7,23,11.85
2018,7,24,10.08
2018,7,25,7.31
2018,7,26,6.726
2018,7,27,4.34
2018,7,28,3.244
2018,7,29,3.856
2018,7,30,3.584
2018,7,31,5.775
2018,8,1,6.76
2018,8,2,4.427
2018,8,3,4.046
2018,8,4,6.922
2018,8,5,8.39
2018,8,6,9.74
2018,8,7,9.96
2018,8,8,8.32
2018,8,9,8.49
2018,8,10,9.94
2018,8,11,8.25
2018,8,12,7.133
2018,8,13,5.26
2018,8,14,7.456
2018,8,15,9.6
2018,8,16,10.57
2018,8,17,7.959
2018,8,18,7.97
2018,8,19,7.398
2018,8,20,8.05
2018,8,21,6.011
2018,8,22,4.7
2018,8,23,4.775
2018,8,26,3.89
2018,8,27,6.281
2018,8,28,2.903
2018,8,29,2.84
2018,8,30,1.277
2018,8,31,0.978
2018,9,1,3.728
2018,9,2,1.583
2018,9,3,1.753
2018,9,4,3.89
2018,9,5,5.66
2018,9,6,6.864
2018,9,7,5.448
2018,9,8,4.197
2018,9,9,4.705
2018,9,10,6.366
2018,9,11,3.754
2018,9,12,-0.664
2018,9,13,-0.427
2018,9,14,-0.133
2018,9,15,1.21
2018,9,16,0.215
2018,9,17,2.274
2018,9,18,4.101
2018,9,19,5.66
2018,9,20,3.686
2018,9,21,2.044
2018,9,22,2.699
2018,9,23,2.086
2018,9,24,-2.649
2018,9,25,0.133
2018,9,26,1.6
2018,9,27,2.896
2018,9,28,-0.379
2018,9,29,0.242
2018,9,30,5.311
2018,10,1,2.876
2018,10,2,1.448
2018,10,3,0.05
2018,10,4,4.022
2018,10,5,4.197
2018,10,6,3.45
2018,10,7,1.004
2018,10,8,0.188
2018,10,9,1.039
2018,10,10,-1.426
2018,10,11,-2.64
2018,10,12,-3.488
2018,10,13,-4.01
2018,10,14,-6.413
2018,10,15,-5.463
2018,10,16,-7.297
2018,10,17,-16.8
2018,10,18,-11.55
2018,10,19,-9.47
2018,10,20,-8.34
2018,10,21,-4.757
2018,10,22,-3.991
2018,10,23,-4.94
2018,10,24,-3.816
2018,10,25,-3.016
2018,10,26,-1.284
2018,10,27,-1.012
2018,10,28,3.543
2018,10,29,-1.585
2018,10,30,0.501
2018,10,31,-1.093
2018,11,1,-11.92
2018,11,2,-14.25
2018,11,3,-12.16
2018,11,4,-13.39
2018,11,5,-11.89
2018,11,6,-3.393
2018,11,7,-3.126
2018,11,8,-12.02
2018,11,9,-7.448
2018,11,10,-8.44
2018,11,11,-8.17
2018,11,12,-9.64
2018,11,13,-17.28
2018,11,14,-13.3
2018,11,15,-15.0
2018,11,16,-14.23
2018,11,17,-9.32
2018,11,18,-10.6
2018,11,19,-7.531
2018,11,20,-6.098
2018,11,21,-10.1
2018,11,22,-2.846
2018,11,23,-6.581
2018,11,24,-3.97
2018,11,25,-10.0
2018,11,26,-5.768
2018,11,27,-2.523
2018,11,28,-5.326
2018,11,29,-4.189
2018,11,30,-3.561
2018,12,1,-19.21
2018,12,2,-9.25
2018,12,3,-6.519
2018,12,4,-9.99
2018,12,5,-5.826
2018,12,6,-7.099
2018,12,7,-8.79
2018,12,8,-6.718
2018,12,9,-6.405
2018,12,10,-7.303
2018,12,11,-9.25
2018,12,12,-11.77
2018,12,13,-12.32
2018,12,14,-9.67
2018,12,15,-6.523
2018,12,16,-6.269
2018,12,17,-9.86
2018,12,18,-9.34
2018,12,21,-13.14
2018,12,22,-10.77
2018,12,23,-10.77
2018,12,24,-13.49
2018,12,25,-11.86
2018,12,26,-12.95
2018,12,27,-13.73
2018,12,28,-8.99
2018,12,29,-4.735
2018,12,30,-6.854
2018,12,31,-10.07
2019,1,1,-8.71
2019,1,2,-8.92
2019,1,3,-12.89
2019,1,4,-12.24
2019,1,5,-13.76
2019,1,6,-13.95
2019,1,7,-10.35
2019,1,8,-8.99
2019,1,9,-11.97
2019,1,10,-11.34
2019,1,11,-10.24
2019,1,12,-14.39
2019,1,13,-15.08
2019,1,14,-8.63
2019,1,15,-5.485
2019,1,16,-8.96
2019,1,17,-13.7
2019,1,18,-7.692
2019,1,19,-9.04
2019,1,20,-4.98
2019,1,21,-12.66
2019,1,22,-11.68
2019,1,23,-12.95
2019,1,24,-14.3
2019,1,25,-14.88
2019,1,26,-12.78
2019,1,27,-14.16
2019,1,28,-14.36
2019,1,29,-13.52
2019,1,30,-7.542
2019,1,31,-6.411
2019,2,1,-13.32
2019,2,2,-12.25
2019,2,3,-10.73
2019,2,4,-11.38
2019,2,5,-11.82
2019,2,6,-14.63
2019,2,7,-18.32
2019,2,8,-18.29
2019,2,9,-11.44
2019,2,10,-10.14
2019,2,11,-8.54
2019,2,12,-9.62
2019,2,13,-4.348
2019,2,14,-7.452
2019,2,15,-11.91
2019,2,16,-14.18
2019,2,17,-5.928
2019,2,18,-10.23
2019,2,19,-12.45
2019,2,20,-9.55
2019,2,21,-12.15
2019,2,22,-15.62
2019,2,23,-8.55
2019,2,24,-8.41
2019,2,26,-12.23
2019,2,27,-12.77
2019,2,28,-12.07
2019,3,1,-8.13
2019,3,2,-5.962
2019,3,3,-8.76
2019,3,4,-7.849
2019,3,5,-9.22
2019,3,6,-10.6
2019,3,7,-10.36
2019,3,8,-9.92
2019,3,9,-10.87
2019,3,10,-10.68
2019,3,11,-10.03
2019,3,12,-8.76
2019,3,13,-8.29
2019,3,14,-6.337
2019,3,15,-6.737
2019,3,16,-5.729
2019,3,17,-2.219
2019,3,18,-5.178
2019,3,19,-4.462
2019,3,20,-6.928
2019,3,21,-6.633
2019,3,22,-7.213
2019,3,23,-5.178
2019,3,24,-7.706
2019,3,25,-6.047
2019,3,26,-7.186
2019,3,27,-2.285
2019,3,28,0.528
2019,3,29,-1.606
2019,3,30,-6.457
2019,3,31,-4.348
2019,4,1,-3.161
2019,4,2,-6.167
2019,4,3,1.904
2019,4,4,-1.08
2019,4,5,-0.171
2019,4,6,-3.266
2019,4,7,-6.698
2019,4,8,-1.381
2019,4,9,0.842
2019,4,10,0.017
2019,4,11,-1.557
2019,4,12,-3.124
2019,4,13,-2.39
2019,4,14,2.074
2019,4,15,3.558
2019,4,16,-2.122
2019,4,17,-4.725
2019,4,18,-1.312
2019,4,19,1.678
2019,4,20,1.746
2019,4,21,-0.589
2019,4,22,-4.422
2019,4,23,-1.264
2019,4,24,2.604
2019,4,25,-7.2
2019,4,26,-8.48
2019,4,27,2.301
2019,4,29,0.008
2019,4,30,-4.56
2019,5,1,-4.611
2019,5,2,-4.486
2019,5,3,-5.469
2019,5,4,-7.095
2019,5,5,-8.56
2019,5,6,-2.451
2019,5,7,-1.84
2019,5,8,-2.221
2019,5,9,0.985
2019,5,10,2.52
2019,5,11,2.741
2019,5,12,-0.765
2019,5,13,-0.52
2019,5,14,-2.22
2019,5,15,0.242
2019,5,16,-0.759
2019,5,17,-0.803
2019,5,18,1.556
2019,5,19,1.474
2019,5,20,1.038
2019,5,21,5.014
2019,5,22,2.324
2019,5,23,-0.389
2019,5,24,1.059
2019,5,25,-0.187
2019,5,26,-1.829
2019,5,27,-2.123
2019,5,28,1.855
2019,5,29,6.546
2019,5,30,1.885
2019,5,31,9.2
2019,6,2,2.896
2019,6,3,0.623
2019,6,4,1.201
2019,6,5,1.821
2019,6,6,1.95
2019,6,7,1.147
2019,6,8,0.044
2019,6,9,-0.657
2019,6,10,-2.285
2019,6,11,-4.21
2019,6,12,-2.901
2019,6,13,-1.047
2019,6,14,2.913
2019,6,15,3.074
2019,6,16,2.052
2019,6,17,3.652
2019,6,18,4.136
2019,6,19,3.108
2019,6,20,1.801
2019,6,21,4.25
2019,6,22,5.911
2019,6,23,2.839
2019,6,24,6.748
2019,6,25,3.252
2019,6,26,3.115
2019,6,27,4.912
2019,6,28,5.218
2019,6,29,4.809
2019,6,30,6.571
2019,7,1,8.08
2019,7,2,8.39
2019,7,7,7.989
2019,7,8,7.682
2019,7,9,6.956
2019,7,10,10.0
2019,7,11,7.148
2019,7,12,9.87
2019,7,13,9.41
2019,7,14,8.63
2019,7,15,6.563
2019,7,16,8.64
2019,7,17,12.85
2019,7,18,7.848
2019,7,19,7.951
2019,7,20,10.49
2019,7,21,8.96
2019,7,22,7.407
2019,7,23,9.61
2019,7,24,8.94
2019,7,25,5.297
2019,7,26,8.26
2019,7,27,7.244
2019,7,28,14.38
2019,7,29,11.4
2019,7,31,15.87
2019,8,1,9.86
2019,8,2,7.994
2019,8,3,7.202
2019,8,4,8.79
2019,8,5,8.02
2019,8,6,10.54
2019,8,7,9.58
2019,8,8,11.44
2019,8,9,9.09
2019,8,10,1.478
2019,8,11,8.31
2019,8,12,11.78
2019,8,13,9.4
2019,8,14,7.372
2019,8,15,1.515
2019,8,16,3.912
2019,8,17,1.481
2019,8,18,1.062
2019,8,19,-1.045
2019,8,20,1.304
2019,8,21,3.606
2019,8,22,5.865
2019,8,23,6.203
2019,8,24,3.89
2019,8,25,4.144
2019,8,26,7.772
2019,8,27,7.85
2019,8,28,7.134
2019,8,29,9.26
2019,8,30,6.922
2019,8,31,5.72
2019,9,1,6.385
2019,9,2,4.412
2019,9,3,4.787
2019,9,4,4.993
2019,9,5,2.461
2019,9,6,-1.545
2019,9,7,-1.048
2019,9,8,2.131
2019,9,9,-0.154
2019,9,10,-6.042
2019,9,11,-3.605
2019,9,12,-1.332
2019,9,13,1.366
2019,9,14,2.979
2019,9,15,-0.976
2019,9,16,-2.88
2019,9,17,-3.941
2019,9,18,4.764
2019,9,19,5.652
2019,9,20,5.32
2019,9,21,5.32
2019,9,22,6.453
2019,9,23,8.08
2019,9,24,7.168
2019,9,25,5.709
2019,9,26,6.754
2019,9,27,6.454
2019,9,28,4.891
2019,9,29,5.236
2019,9,30,-2.387
2019,10,1,-0.378
2019,10,2,-2.49
2019,10,3,-2.928
2019,10,4,-0.134
2019,10,5,1.098
2019,10,6,1.721
2019,10,7,2.155
2019,10,8,1.873
2019,10,9,-3.771
2019,10,10,-2.349
2019,10,11,-0.821
2019,10,12,-2.693
2019,10,13,1.326
2019,10,14,2.755
2019,10,15,-4.739
2019,10,16,0.584
2019,10,17,0.507
2019,10,18,-3.78
2019,10,19,-1.299
2019,10,20,-0.399
2019,10,21,-5.128
2019,10,22,-6.155
2019,10,23,-6.983
2019,10,24,-2.984
2019,10,25,-4.496
2019,10,26,-4.587
2019,10,27,-1.853
2019,10,28,-6.66
2019,10,29,-3.359
2019,10,30,1.549
2019,10,31,0.126
2019,11,1,-0.64
2019,11,2,-3.164
2019,11,3,-2.436
2019,11,4,-2.238
2019,11,5,-6.786
2019,11,6,-12.24
2019,11,7,-9.16
2019,11,8,-6.623
2019,11,9,-3.003
2019,11,10,-4.019
2019,11,11,-13.16
2019,11,12,-6.587
2019,11,13,-2.459
2019,11,14,-2.519
2019,11,15,-4.946
2019,11,16,-7.947
2019,11,17,-5.052
2019,11,18,-7.508
2019,11,19,-8.38
2019,11,20,-8.41
2019,11,21,-7.769
2019,11,22,-8.94
2019,11,23,-8.98
2019,11,24,-9.6
2019,11,25,-16.12
2019,11,26,-12.88
2019,11,27,-12.06
2019,11,28,-13.29
2019,11,29,-14.53
2019,11,30,-11.74
2019,12,1,-8.76
2019,12,2,-7.428
2019,12,3,-5.656
2019,12,4,-1.94
2019,12,5,-1.476
2019,12,6,-5.185
2019,12,7,-8.15
2019,12,8,-6.354
2019,12,9,-3.505
2019,12,10,-4.98
2019,12,11,-8.9
2019,12,12,-7.973
2019,12,13,-9.05
2019,12,14,-11.94
2019,12,15,-17.72
2019,12,16,-13.85
2019,12,17,-11.95
2019,12,18,-10.89
2019,12,19,-10.98
2019,12,20,-11.39
2019,12,21,-10.48
2019,12,22,-16.56
2019,12,23,-16.25
2019,12,24,-15.82
2019,12,25,-11.38
2019,12,26,-8.99
2019,12,27,-3.61
2019,12,28,-6.428
2019,12,29,-8.55
2019,12,30,-9.29
2019,12,31,-11.16
2020,1,1,-13.5
2020,1,2,-8.99
2020,1,3,-8.8
2020,1,4,-14.11
2020,1,5,-12.7
2020,1,6,-11.65
2020,1,7,-13.66
2020,1,8,-16.76
2020,1,9,-18.69
2020,1,10,-11.67
2020,1,11,-11.49
2020,1,12,-8.64
2020,1,13,-6.131
2020,1,14,-13.46
2020,1,15,-13.02
2020,1,16,-17.34
2020,1,17,-18.93
2020,1,18,-11.48
2020,1,19,-7.679
2020,1,20,-12.38
2020,1,21,-12.54
2020,1,22,-12.41
2020,1,23,-15.9
2020,1,24,-10.46
2020,1,25,-11.83
2020,1,26,-11.87
2020,1,27,-13.53
2020,1,28,-15.0
2020,1,29,-13.0
2020,1,30,-12.29
2020,1,31,-9.84
2020,2,1,-9.38
2020,2,2,-8.79
2020,2,3,-8.23
2020,2,4,-13.23
2020,2,5,-9.47
2020,2,6,-11.93
2020,2,7,-9.33
2020,2,8,-4.156
2020,2,9,-4.356
2020,2,10,-6.816
2020,2,11,-7.428
2020,2,12,-6.269
2020,2,13,-10.65
2020,2,14,-11.26
2020,2,15,-8.5
2020,2,16,-13.74
2020,2,17,-9.69
2020,2,18,-15.45
2020,2,19,-16.17
2020,2,20,-3.027
2020,2,21,0.188
2020,2,22,-1.776
2020,2,23,-6.883
2020,2,24,-7.598
2020,2,25,-9.46
2020,2,26,-5.621
2020,2,27,-1.228
2020,2,28,-10.23
2020,2,29,-5.939
2020,3,1,-3.855
2020,3,2,-5.405
2020,3,3,-5.859
2020,3,4,-7.576
2020,3,5,-5.405
2020,3,6,-12.9
2020,3,7,-16.52
2020,3,8,-12.61
2020,3,9,-7.997
2020,3,10,-9.68
2020,3,11,-10.42
2020,3,12,-8.99
2020,3,13,-9.57
2020,3,14,-5.916
2020,3,15,-8.54
2020,3,16,-0.89
2020,3,17,-4.155
2020,3,18,-3.917
2020,3,19,-4.639
2020,3,20,-4.261
2020,3,21,-0.188
2020,3,22,-5.218
2020,3,23,-3.447
2020,3,24,-6.644
2020,3,25,-9.2
2020,3,26,-8.72
2020,3,27,-7.446
2020,3,28,-8.55
2020,3,29,-9.61
2020,3,30,-6.093
2020,3,31,-4.571
2020,4,1,-3.403
2020,4,2,-5.9
2020,4,3,-7.212
2020,4,4,-3.883
2020,4,5,-3.099
2020,4,6,-1.223
2020,4,7,-1.761
2020,4,8,-1.706
2020,4,9,-11.06
2020,4,10,-8.27
2020,4,11,-0.262
2020,4,12,0.801
2020,4,13,1.717
2020,4,14,-3.161
2020,4,15,-5.773
2020,4,16,-3.532
2020,4,17,-4.402
2020,4,18,-4.824
2020,4,19,-3.837
2020,4,20,-0.494
2020,4,21,0.276
2020,4,22,-0.864
2020,4,23,0.339
2020,4,24,2.768
2020,4,25,4.58
2020,4,26,2.223
2020,4,27,3.72
2020,4,28,7.338
2020,4,29,-0.08
2020,4,30,-2.293
2020,5,1,-1.605
2020,5,2,1.304
2020,5,3,1.753
2020,5,4,-2.381
2020,5,5,-0.882
2020,5,6,-1.245
2020,5,7,0.576
2020,5,8,3.021
2020,5,9,3.618
2020,5,10,-1.515
2020,5,11,1.461
2020,5,12,3.72
2020,5,13,2.475
2020,5,14,0.766
2020,5,15,-3.403
2020,5,16,-0.63
2020,5,17,-0.474
2020,5,18,-0.371
2020,5,19,-2.796
2020,5,20,-1.352
2020,5,21,-0.967
2020,5,22,1.058
2020,5,23,3.333
2020,5,24,8.59
2020,5,25,9.3
2020,5,26,9.67
2020,5,27,8.23
2020,5,28,4.515
2020,5,29,6.272
2020,5,30,2.55
2020,5,31,3.852
2020,6,1,6.262
2020,6,2,4.912
2020,6,3,4.367
2020,6,4,5.523
2020,6,5,5.704
2020,6,6,1.988
2020,6,7,3.728
2020,6,8,4.728
2020,6,9,1.549
2020,6,10,0.154
2020,6,11,-0.473
2020,6,12,-2.258
2020,6,13,1.434
2020,6,14,4.314
2020,6,15,5.082
2020,6,16,4.401
2020,6,17,4.592
2020,6,18,1.754
2020,6,19,1.209
2020,6,20,1.889
2020,6,21,4.061
2020,6,22,6.84
2020,6,23,7.466
2020,6,24,3.448
2020,6,25,2.619
2020,6,26,5.652
2020,6,27,2.12
2020,6,28,-1.703
2020,6,29,0.713
2020,6,30,6.984
2020,7,1,0.926
2020,7,2,5.116
2020,7,3,3.946
2020,7,4,4.775
2020,7,5,3.414
2020,7,6,2.196
2020,7,7,3.66
2020,7,8,7.618
2020,7,9,6.053
2020,7,10,5.354
2020,7,11,4.095
2020,7,12,4.435
2020,7,13,4.995
2020,7,14,6.817
2020,7,15,4.707
2020,7,16,7.78
2020,7,17,6.862
2020,7,18,7.236
2020,7,19,5.508
2020,7,20,7.075
2020,7,21,4.9
2020,7,22,5.687
2020,7,23,4.17
2020,7,24,9.5
2020,7,25,5.779
2020,7,26,9.37
2020,7,27,4.952
2020,7,28,5.311
2020,7,29,3.72
2020,7,30,5.286
2020,7,31,5.123
2020,8,1,5.951
2020,8,2,3.821
2020,8,3,5.453
2020,8,4,6.087
2020,8,5,7.243
2020,8,6,7.788
2020,8,7,10.02
2020,8,8,9.53
2020,8,9,5.234
2020,8,10,5.49
2020,8,11,6.453
2020,8,12,6.689
2020,8,13,6.181
2020,8,14,3.211
2020,8,15,5.694
2020,8,16,7.984
2020,8,17,7.772
2020,8,18,4.821
2020,8,19,4.095
2020,8,20,4.163
2020,8,21,3.55
2020,8,22,5.32
2020,8,23,8.19
2020,8,24,11.97
2020,8,25,9.43
2020,8,26,6.317
2020,8,27,-0.017
2020,8,28,-1.756
2020,8,29,4.783
2020,8,30,5.048
2020,8,31,6.088
2020,9,1,4.48
2020,9,2,5.558
2020,9,3,3.568
2020,9,4,2.006
2020,9,5,3.245
2020,9,6,3.807
2020,9,7,0.916
2020,9,8,1.843
2020,9,9,2.638
2020,9,10,3.631
2020,9,11,2.85
2020,9,12,3.448
2020,9,13,1.325
2020,9,14,4.197
2020,9,15,-0.391
2020,9,16,1.086
2020,9,17,2.223
2020,9,18,-3.014
2020,9,19,-5.935
2020,9,20,-2.302
2020,9,21,4.265
2020,9,22,1.038
2020,9,23,0.637
2020,9,24,1.448
2020,9,25,2.537
2020,9,26,0.426
