
Date,Average Temperature
11/3/2016,-0.665444043
11/4/2016,-13.6853405
11/5/2016,-5.307289286
11/6/2016,-3.924639576
11/7/2016,-6.545776596
11/8/2016,-3.640092199
11/9/2016,-0.695388278
11/10/2016,-3.894370107
11/11/2016,-3.869061372
11/12/2016,-4.549667845
11/13/2016,-4.376214545
11/14/2016,-7.156726316
11/15/2016,-6.576751773
11/16/2016,-6.429555944
11/17/2016,-9.06012766
11/18/2016,-5.809775
11/19/2016,-6.494158451
11/20/2016,-13.09706767
11/21/2016,-12.70610728
11/22/2016,-11.5334964
11/23/2016,-11.0609964
11/24/2016,-11.81502909
11/25/2016,-7.329868613
11/26/2016,-15.97296429
11/27/2016,-10.13438849
11/28/2016,-6.14866426
11/29/2016,-5.928851064
11/30/2016,-7.534021053
12/1/2016,-5.603
12/2/2016,-2.298078853
12/3/2016,-1.426450704
12/4/2016,-4.729551601
12/5/2016,-4.348014652
12/6/2016,-3.882967972
12/7/2016,-3.54055
12/8/2016,-6.542373188
12/9/2016,-8.302915194
12/10/2016,-9.007528571
12/11/2016,-9.447801444
12/12/2016,-7.625748175
12/13/2016,-6.678113879
12/14/2016,-2.749360424
12/15/2016,-3.368155235
12/16/2016,-4.969582143
12/17/2016,-9.247450704
12/18/2016,-12.82783883
12/19/2016,-15.41886121
12/20/2016,-10.75686833
12/21/2016,-8.036422939
12/22/2016,-10.50665468
12/23/2016,-15.99691489
12/24/2016,-13.40320922
12/25/2016,-7.112184397
12/26/2016,-6.450588652
12/27/2016,-8.370735915
12/28/2016,-8.465235714
12/29/2016,-8.02729078
12/30/2016,-9.132778169
12/31/2016,-8.864315412
1/1/2017,-10.4356383
1/2/2017,-8.160412811
1/3/2017,-11.69971223
1/4/2017,-10.63738652
1/5/2017,-13.42967509
1/6/2017,-15.5179258
1/7/2017,-15.55531136
1/8/2017,-14.34751418
1/9/2017,-11.73488214
1/10/2017,-8.331967742
1/11/2017,-10.89323827
1/12/2017,-14.95458484
1/13/2017,-15.76216783
1/14/2017,-12.49379783
1/15/2017,-11.91002837
1/16/2017,-11.43543841
1/17/2017,-11.17314643
1/18/2017,-11.28518705
1/19/2017,-12.93357664
1/20/2017,-11.35755396
1/21/2017,-9.083136691
1/22/2017,-8.763160142
1/23/2017,-10.03891873
1/24/2017,-15.3613879
1/25/2017,-11.79192933
1/26/2017,-7.872453237
1/27/2017,-10.31076512
1/28/2017,-8.355907801
1/29/2017,-8.813558304
1/30/2017,-7.728327273
1/31/2017,-12.69042857
2/1/2017,-12.15975089
2/2/2017,-8.156792727
2/3/2017,-8.230300353
2/4/2017,-14.23151079
2/5/2017,-14.60959286
2/6/2017,-11.64715054
2/7/2017,-9.776404255
2/8/2017,-10.69486786
2/9/2017,-11.60637993
2/10/2017,-9.270763251
2/11/2017,-9.643221053
2/12/2017,-10.58225806
2/13/2017,-8.703053957
2/14/2017,-5.240557554
2/15/2017,-7.703723022
2/16/2017,-4.776610294
2/17/2017,-2.706607914
2/18/2017,-6.091874101
2/19/2017,-17.13071685
2/20/2017,-12.66942182
2/21/2017,-11.85576512
2/22/2017,-11.78333333
2/23/2017,-8.527560284
2/24/2017,-7.759326165
2/25/2017,-11.39583273
2/26/2017,-9.189933099
2/27/2017,-5.14984
2/28/2017,-5.890265455
3/1/2017,-7.634731183
3/2/2017,-11.30211228
3/3/2017,-11.86648399
3/4/2017,-10.49837634
3/5/2017,-9.251014545
3/6/2017,-12.28085106
3/7/2017,-12.63832609
3/8/2017,-12.07441304
3/9/2017,-12.97021583
3/10/2017,-14.60039568
3/11/2017,-14.91938406
3/12/2017,-13.89971429
3/13/2017,-14.53505338
3/14/2017,-14.68120144
3/15/2017,-6.94231769
3/16/2017,-9.422778571
3/17/2017,-9.659234432
3/18/2017,-8.514120996
3/19/2017,-9.665080882
3/20/2017,-4.355053763
3/21/2017,-3.005351064
3/22/2017,-3.083458781
3/23/2017,-1.995777385
3/24/2017,-0.608042857
3/25/2017,0.750561837
3/26/2017,-0.167064748
3/27/2017,-2.626485816
3/28/2017,-0.565028777
3/29/2017,0.131854093
3/30/2017,-2.761352113
3/31/2017,-0.591161972
4/1/2017,-4.22853405
4/2/2017,-3.051584229
4/3/2017,-7.145765125
4/4/2017,-5.998723404
4/5/2017,-10.56197445
4/6/2017,-10.84770968
4/7/2017,-7.503006969
4/8/2017,-5.298800712
4/9/2017,-2.230389286
4/10/2017,-2.663437722
4/11/2017,-2.216921708
4/12/2017,-2.067075
4/13/2017,-6.311294737
4/14/2017,-1.583568905
4/15/2017,4.578166667
4/16/2017,5.575553191
4/17/2017,1.925508897
4/18/2017,-0.201650909
4/19/2017,0.64707554
4/20/2017,2.71
4/21/2017,0.9505
4/22/2017,-2.973661818
4/23/2017,-0.630620939
4/24/2017,4.154992908
4/25/2017,6.624547445
4/26/2017,5.114151625
4/27/2017,0.507856115
4/28/2017,-8.218391459
4/29/2017,-7.391518519
4/30/2017,-9.185532609
5/1/2017,-6.588216312
5/2/2017,-0.745214789
5/3/2017,2.69382971
5/4/2017,1.605217082
5/5/2017,2.498761566
5/6/2017,1.960679715
5/7/2017,1.677354839
5/8/2017,2.324487544
5/9/2017,5.301572464
5/10/2017,5.621851986
5/11/2017,5.451688172
5/12/2017,9.664707143
5/13/2017,10.41011348
5/14/2017,10.03123022
5/15/2017,8.440407143
5/16/2017,5.588740072
5/17/2017,5.179453237
5/18/2017,-0.885018116
5/19/2017,0.819809353
5/20/2017,5.29719573
5/21/2017,8.335483755
5/22/2017,11.01148201
5/23/2017,6.425482143
5/24/2017,8.421636364
5/25/2017,6.257742857
5/26/2017,2.959778986
5/27/2017,4.981512545
5/28/2017,4.615892086
5/29/2017,5.90683274
5/30/2017,0.863210909
5/31/2017,3.020899281
6/1/2017,2.866688406
6/2/2017,3.829569395
6/3/2017,8.343290441
6/4/2017,4.173140288
6/5/2017,2.971639286
6/6/2017,1.820877256
6/7/2017,0.158259786
6/8/2017,6.997666667
6/9/2017,5.565714789
6/10/2017,4.87655516
6/11/2017,4.338133803
6/12/2017,7.630402878
6/13/2017,5.384328571
6/14/2017,8.389416667
6/15/2017,8.665252669
6/16/2017,9.093195035
6/17/2017,8.394526502
6/18/2017,8.299728571
6/19/2017,8.941226619
6/20/2017,7.542602837
6/21/2017,9.085708633
6/22/2017,10.20751799
6/23/2017,9.341021818
6/24/2017,5.521396364
6/25/2017,4.105109929
6/26/2017,8.052603571
6/27/2017,3.870398577
6/28/2017,2.106007273
6/29/2017,4.885170213
6/30/2017,7.813192727
7/1/2017,7.153181495
7/2/2017,7.778025
7/3/2017,8.276042254
7/4/2017,10.56816058
7/5/2017,9.060096085
7/6/2017,10.20999291
7/7/2017,12.55630282
7/8/2017,13.70256228
7/9/2017,12.7183274
7/10/2017,9.952609155
7/11/2017,9.55768231
7/12/2017,7.934462898
7/13/2017,5.207356115
7/14/2017,4.446711744
7/15/2017,5.062043321
7/16/2017,6.43772695
7/17/2017,4.342615942
7/18/2017,6.624916968
7/19/2017,6.26628777
7/20/2017,7.048064748
7/21/2017,8.350588652
7/22/2017,9.285836957
7/23/2017,7.920144404
7/24/2017,9.236219424
7/25/2017,9.947710623
7/26/2017,11.29442238
7/27/2017,11.99043165
7/28/2017,11.53070357
7/29/2017,11.50078853
7/30/2017,10.61966904
7/31/2017,10.45492473
8/1/2017,9.942615942
8/2/2017,10.31849822
8/3/2017,7.294686833
8/4/2017,4.560315412
8/5/2017,6.426698582
8/6/2017,9.711314079
8/7/2017,10.8974635
8/8/2017,11.72094585
8/9/2017,12.73010601
8/10/2017,8.943400709
8/11/2017,3.821382143
8/12/2017,-0.102748175
8/13/2017,5.977939716
8/14/2017,5.895835714
8/15/2017,3.836410072
8/16/2017,4.709423488
8/17/2017,1.560580882
8/18/2017,3.988017857
8/19/2017,5.513288732
8/20/2017,3.853903226
8/21/2017,5.279141818
8/22/2017,5.354956989
8/23/2017,2.563503597
8/24/2017,4.531335714
8/25/2017,5.481772563
8/26/2017,5.603846975
8/27/2017,7.929690647
8/28/2017,8.145512545
8/29/2017,6.778448399
8/30/2017,8.334770609
8/31/2017,8.779824373
9/1/2017,7.483358423
9/2/2017,7.396344086
9/3/2017,8.450400709
9/4/2017,8.108964158
9/5/2017,6.032364621
9/6/2017,7.472657244
9/7/2017,5.47201773
9/8/2017,8.078928058
9/9/2017,6.331681004
9/10/2017,5.240615108
9/11/2017,4.352651079
9/12/2017,3.428216312
9/13/2017,3.747057762
9/14/2017,2.688053763
9/15/2017,6.281571942
9/16/2017,7.326084249
9/17/2017,6.883039855
9/18/2017,5.155615942
9/19/2017,4.433519435
9/20/2017,6.083797101
9/21/2017,7.281686131
9/22/2017,5.147696751
9/23/2017,0.928720848
9/24/2017,-0.036490975
9/25/2017,0.001719424
9/26/2017,1.370364286
9/27/2017,1.141487085
9/28/2017,0.04955036
9/29/2017,-4.116932384
9/30/2017,-6.440103571
10/1/2017,-1.590679715
10/2/2017,0.219098592
10/3/2017,0.3376
10/4/2017,-4.630736462
10/5/2017,-4.813
10/6/2017,-3.388550725
10/7/2017,-3.312921147
10/8/2017,1.63057971
10/9/2017,6.790086331
10/10/2017,6.101264286
10/11/2017,5.173379433
10/12/2017,3.097173759
10/13/2017,0.795592857
10/14/2017,1.010953571
10/15/2017,0.447080986
10/16/2017,-0.07562766
10/17/2017,2.10808156
10/18/2017,-6.855927536
10/19/2017,-5.96937276
10/20/2017,0.380950704
10/21/2017,1.391003597
10/22/2017,-1.562814947
10/23/2017,-0.96398556
10/24/2017,-3.629510563
10/25/2017,-3.140533569
10/26/2017,-2.436885305
10/27/2017,0.015663121
10/28/2017,-1.642925
10/29/2017,-0.425143369
10/30/2017,1.640704626
10/31/2017,2.564683099
11/1/2017,3.445617857
11/2/2017,3.256892086
11/3/2017,1.944820423
11/4/2017,-4.797715827
11/5/2017,-1.652
11/6/2017,-1.692056338
11/7/2017,-6.39471223
11/8/2017,-6.275587189
11/9/2017,-6.241316547
11/10/2017,-5.456695035
11/11/2017,-3.182540925
11/12/2017,-0.67705
11/13/2017,-2.345348754
11/14/2017,-5.288978339
11/15/2017,-8.009233813
11/16/2017,-10.24068551
11/17/2017,-5.111061594
11/18/2017,-6.897220641
11/19/2017,-10.09549821
11/20/2017,-8.320284173
11/21/2017,-6.681817857
11/22/2017,-3.963036364
11/23/2017,-1.755205674
11/24/2017,-2.226036364
11/25/2017,-2.715512456
11/26/2017,-7.55800722
11/27/2017,-10.71952708
11/28/2017,-7.68611032
11/29/2017,-7.587303249
11/30/2017,-10.11946237
12/1/2017,-8.928264493
12/2/2017,-11.66964413
12/3/2017,-12.1165493
12/4/2017,-11.26512857
12/5/2017,-12.67086121
12/6/2017,-12.86044964
12/7/2017,-5.52097482
12/8/2017,0.045640569
12/9/2017,-7.174464029
12/10/2017,-11.11481618
12/11/2017,-10.25562676
12/12/2017,-12.13891606
12/13/2017,-12.88585921
12/14/2017,-11.2000036
12/15/2017,-10.54024014
12/16/2017,-11.47480783
12/17/2017,-10.39479273
12/18/2017,-8.172605735
12/19/2017,-6.487253623
12/20/2017,-7.417362676
12/21/2017,-9.390982394
12/22/2017,-9.057291228
12/23/2017,-8.640705674
12/24/2017,-5.903713781
12/25/2017,-4.827949275
12/26/2017,-7.188248227
12/27/2017,-17.52816254
12/28/2017,-10.14464184
12/29/2017,-5.775342857
12/30/2017,-6.506829091
12/31/2017,-7.99753405
1/1/2018,-11.93870968
1/2/2018,-9.647311828
1/3/2018,-6.300778986
1/4/2018,-10.80606498
1/5/2018,-12.14393116
1/6/2018,-11.72339068
1/7/2018,-12.06317455
1/8/2018,-11.45020879
1/9/2018,-10.73985106
1/10/2018,-8.766135231
1/11/2018,-12.63928571
1/12/2018,-13.34422535
1/13/2018,-10.91638989
1/14/2018,-10.79967857
1/15/2018,-11.41059649
1/16/2018,-11.12488809
1/17/2018,-11.5815704
1/18/2018,-10.13943463
1/19/2018,-10.79261594
1/20/2018,-6.882365591
1/21/2018,-4.148028369
1/22/2018,-8.7292
1/23/2018,-12.1181087
1/24/2018,-12.52544565
1/25/2018,-14.32796774
1/26/2018,-20.10632143
1/27/2018,-23.07060284
1/28/2018,-22.28953901
1/29/2018,-11.40599273
1/30/2018,-9.425102113
1/31/2018,-10.18356364
2/1/2018,-10.60601799
2/2/2018,-11.70778214
2/3/2018,-15.99157706
2/4/2018,-15.66503623
2/5/2018,-12.52561837
2/6/2018,-18.4787234
2/7/2018,-20.856
2/8/2018,-17.85682482
2/9/2018,-9.666846975
2/10/2018,-6.552754579
2/11/2018,-7.563876812
2/12/2018,-7.364770909
2/13/2018,-8.063912088
2/14/2018,-7.510952727
2/15/2018,-12.29629091
2/16/2018,-13.58969343
2/17/2018,-16.5909319
2/18/2018,-15.97214286
2/19/2018,-8.948613718
2/20/2018,-2.349344086
2/21/2018,-6.682868613
2/22/2018,-7.910077739
2/23/2018,-4.36031295
2/24/2018,-3.392722022
2/25/2018,-4.752410714
2/26/2018,-1.335459075
2/27/2018,-4.506252708
2/28/2018,-5.473423488
3/1/2018,-5.40184507
3/2/2018,-11.02649645
3/3/2018,-8.54835461
3/4/2018,-7.786362989
3/5/2018,-4.514749091
3/6/2018,-4.236079137
3/7/2018,-6.27681362
3/8/2018,-2.199432727
3/9/2018,-3.287017986
3/10/2018,-1.582659498
3/11/2018,-2.767353357
3/12/2018,-4.975125448
3/13/2018,-4.970401434
3/14/2018,-6.691212014
3/15/2018,-9.797816547
3/16/2018,-12.21954064
3/17/2018,-6.516660714
3/18/2018,-0.216192171
3/19/2018,-0.339927798
3/20/2018,1.096177305
3/21/2018,0.845483871
3/22/2018,0.051854093
3/23/2018,-2.843362989
3/24/2018,-3.024320144
3/25/2018,2.688085106
3/26/2018,-1.620153025
3/27/2018,-4.544681159
3/28/2018,-5.136177536
3/29/2018,-4.939505415
3/30/2018,1.729816547
3/31/2018,4.930932143
4/1/2018,-3.138453571
4/2/2018,-2.099423077
4/3/2018,-1.0791
4/4/2018,1.226462633
4/5/2018,2.792267857
4/6/2018,3.109613139
4/7/2018,-1.766519856
4/8/2018,-3.525785965
4/9/2018,-4.553609489
4/10/2018,-7.901221429
4/11/2018,-5.707289753
4/12/2018,-2.123802158
4/13/2018,-0.00808156
4/14/2018,3.225507092
4/15/2018,2.475655797
4/16/2018,-1.657531915
4/17/2018,0.265057554
4/18/2018,-9.824544484
4/19/2018,-8.257907473
4/20/2018,-4.820736655
4/21/2018,-0.543850534
4/22/2018,2.415931408
4/23/2018,4.209873646
4/24/2018,4.700251773
4/25/2018,-1.364422794
4/26/2018,-0.168401408
4/27/2018,-0.358596429
4/28/2018,4.238641577
4/29/2018,7.012485915
4/30/2018,5.040609319
5/1/2018,-2.250788732
5/2/2018,-0.451253521
5/3/2018,0.129810526
5/4/2018,-1.382655797
5/5/2018,-0.421048951
5/6/2018,-4.242406475
5/7/2018,-1.234374558
5/8/2018,1.838835125
5/9/2018,3.133767025
5/10/2018,6.538886121
5/11/2018,10.10076761
5/12/2018,4.963713781
5/13/2018,1.736629496
5/14/2018,-1.054620072
5/15/2018,-1.025071429
5/16/2018,0.849490909
5/17/2018,-1.665985612
5/18/2018,-1.188441696
5/19/2018,-1.465438849
5/20/2018,0.219310714
5/21/2018,2.191546099
5/22/2018,1.95509319
5/23/2018,-2.724884477
5/24/2018,0.285014286
5/25/2018,5.27265704
5/26/2018,7.827953237
5/27/2018,6.455546763
5/28/2018,-0.538735714
5/29/2018,4.222397163
5/30/2018,-0.532224199
5/31/2018,3.412876325
6/1/2018,5.095021898
6/2/2018,7.87916
6/3/2018,4.660384342
6/4/2018,2.935763441
6/5/2018,4.519664311
6/6/2018,7.115295374
6/7/2018,6.432612319
6/8/2018,4.448882562
6/9/2018,4.751553191
6/10/2018,5.716043478
6/11/2018,4.105435252
6/12/2018,5.000203636
6/13/2018,6.919225455
6/14/2018,4.521345196
6/15/2018,1.260327402
6/16/2018,2.874407273
6/17/2018,6.018417266
6/18/2018,7.01034767
6/19/2018,8.283444444
7/11/2018,6.027709091
7/12/2018,6.488113139
7/13/2018,7.275849462
7/14/2018,6.453950178
7/15/2018,9.480102473
7/16/2018,8.961546763
7/17/2018,7.322407942
7/18/2018,9.523053957
7/19/2018,12.20537367
7/20/2018,11.29130742
7/21/2018,11.82207885
7/22/2018,12.84363958
7/23/2018,11.40519217
7/24/2018,8.791640288
7/25/2018,8.293903226
7/26/2018,5.31299278
7/27/2018,4.973667857
7/28/2018,4.550638686
7/29/2018,4.812141343
7/30/2018,6.128724014
7/31/2018,7.493623188
8/1/2018,4.95506383
8/2/2018,5.617099291
8/3/2018,8.04713879
8/4/2018,8.505942029
8/5/2018,10.77823466
8/6/2018,11.76113879
8/7/2018,10.11364493
8/8/2018,9.386286738
8/9/2018,10.21231359
8/10/2018,11.04036201
8/11/2018,9.90545
8/12/2018,4.519442446
8/13/2018,8.06516726
8/14/2018,10.94414894
8/15/2018,11.82515901
8/16/2018,9.730365942
8/17/2018,9.638834532
8/18/2018,7.345256318
8/19/2018,8.791039007
8/20/2018,10.56344484
8/21/2018,5.866507299
8/22/2018,6.133375
8/23/2018,8.602865079
8/26/2018,3.89
8/27/2018,4.415514124
8/28/2018,4.040868327
8/29/2018,1.888085714
8/30/2018,-0.239553571
8/31/2018,4.818100358
9/1/2018,3.840376344
9/2/2018,2.189659574
9/3/2018,3.960917563
9/4/2018,6.428658363
9/5/2018,7.551362007
9/6/2018,7.385751825
9/7/2018,6.617630824
9/8/2018,6.054104895
9/9/2018,6.229035088
9/10/2018,5.179120141
9/11/2018,2.772634752
9/12/2018,-0.572329787
9/13/2018,1.853901754
9/14/2018,3.125667883
9/15/2018,2.761672598
9/16/2018,3.170216117
9/17/2018,5.078410714
9/18/2018,6.495338078
9/19/2018,6.028741007
9/20/2018,4.539767857
9/21/2018,3.382190813
9/22/2018,3.192696429
9/23/2018,-0.073537634
9/24/2018,-1.958560284
9/25/2018,2.86996
9/26/2018,5.26017029
9/27/2018,2.030286738
9/28/2018,1.554189781
9/29/2018,4.216071429
9/30/2018,5.589836299
10/1/2018,2.879355872
10/2/2018,1.013742049
10/3/2018,3.998151625
10/4/2018,5.653333333
10/5/2018,5.410804348
10/6/2018,2.294551601
10/7/2018,1.672329825
10/8/2018,1.665865724
10/9/2018,1.332415493
10/10/2018,-0.877167857
10/11/2018,-1.91140942
10/12/2018,-2.201195035
10/13/2018,-5.073366197
10/14/2018,-6.550881295
10/15/2018,-4.938010601
10/16/2018,-12.13338811
10/17/2018,-15.33228571
10/18/2018,-7.078992857
10/19/2018,-8.897421986
10/20/2018,-5.38019788
10/21/2018,-1.854344086
10/22/2018,-1.958375
10/23/2018,-3.013021505
10/24/2018,-1.089940141
10/25/2018,-0.505859712
10/26/2018,0.598795699
10/27/2018,2.805935714
10/28/2018,-1.232188612
10/29/2018,0.705853047
10/30/2018,-0.959
10/31/2018,-6.224417266
11/1/2018,-11.9561558
11/2/2018,-11.35237809
11/3/2018,-12.12535971
11/4/2018,-10.94135231
11/5/2018,-6.547978799
11/6/2018,-1.8579319
11/7/2018,-5.042163121
11/8/2018,-10.39183696
11/9/2018,-6.627730216
11/10/2018,-7.879791519
11/11/2018,-7.56766548
11/12/2018,-14.00938628
11/13/2018,-13.16885915
11/14/2018,-12.36628571
11/15/2018,-13.45478417
11/16/2018,-10.48478929
11/17/2018,-9.272736655
11/18/2018,-8.8725
11/19/2018,-5.685822064
11/20/2018,-7.368156364
11/21/2018,-5.217564286
11/22/2018,-5.661017921
11/23/2018,-4.879330935
11/24/2018,-5.448696113
11/25/2018,-7.823427007
11/26/2018,-1.337721831
11/27/2018,-3.132452297
11/28/2018,-4.725071685
11/29/2018,-4.237751852
11/30/2018,-9.776402827
12/1/2018,-12.53120567
12/2/2018,-7.637435252
12/3/2018,-6.869572954
12/4/2018,-6.509003597
12/5/2018,-4.916897163
12/6/2018,-7.289313167
12/7/2018,-6.280253571
12/8/2018,-5.880747331
12/9/2018,-6.546943262
12/10/2018,-7.227060714
12/11/2018,-9.252236749
12/12/2018,-10.80345357
12/13/2018,-10.13945936
12/14/2018,-7.786421986
12/15/2018,-6.049913978
12/16/2018,-9.949142349
12/17/2018,-8.9530681
12/18/2018,-9.9728
12/21/2018,-11.57121387
12/22/2018,-9.918356618
12/23/2018,-11.03578648
12/24/2018,-11.57429682
12/25/2018,-12.4025448
12/26/2018,-12.36732601
12/27/2018,-11.81902878
12/28/2018,-5.874199288
12/29/2018,-4.846122302
12/30/2018,-8.455567857
12/31/2018,-9.086537906
1/1/2019,-8.543413669
1/2/2019,-11.0025292
1/3/2019,-12.27462898
1/4/2019,-12.42637011
1/5/2019,-13.88730216
1/6/2019,-12.09483986
1/7/2019,-8.138165468
1/8/2019,-9.276182796
1/9/2019,-12.64258065
1/10/2019,-9.890333333
1/11/2019,-11.42641727
1/12/2019,-14.61719424
1/13/2019,-11.03351079
1/14/2019,-6.458432143
1/15/2019,-6.547414035
1/16/2019,-10.54553571
1/17/2019,-11.00937589
1/18/2019,-4.445316726
1/19/2019,-5.187194245
1/20/2019,-7.523821429
1/21/2019,-12.16607143
1/22/2019,-10.69599643
1/23/2019,-11.81980071
1/24/2019,-14.18846429
1/25/2019,-12.54164286
1/26/2019,-12.88417266
1/27/2019,-12.72084643
1/28/2019,-12.8297153
1/29/2019,-9.392724014
1/30/2019,-5.571960714
1/31/2019,-8.680167857
2/1/2019,-13.31217082
2/2/2019,-9.843140288
2/3/2019,-10.19336655
2/4/2019,-10.0720493
2/5/2019,-10.87705357
2/6/2019,-17.30539286
2/7/2019,-16.54344948
2/8/2019,-15.58564748
2/9/2019,-10.18471631
2/10/2019,-8.906190813
2/11/2019,-7.994414545
2/12/2019,-6.991091873
2/13/2019,-2.739183453
2/14/2019,-9.743798561
2/15/2019,-12.30374296
2/16/2019,-9.144517986
2/17/2019,-7.086897163
2/18/2019,-10.50925818
2/19/2019,-9.933485612
2/20/2019,-9.014617857
2/21/2019,-14.81530249
2/22/2019,-8.889462094
2/23/2019,-7.36207971
2/24/2019,-9.021869565
2/26/2019,-13.16674603
2/27/2019,-11.32467148
2/28/2019,-8.328646429
3/1/2019,-6.236318021
3/2/2019,-4.913400722
3/3/2019,-7.170655914
3/4/2019,-7.844427046
3/5/2019,-9.366703571
3/6/2019,-7.743802158
3/7/2019,-8.340589286
3/8/2019,-8.630129496
3/9/2019,-8.694275362
3/10/2019,-8.946526502
3/11/2019,-7.124079137
3/12/2019,-6.615942857
3/13/2019,-4.697829787
3/14/2019,-5.204939286
3/15/2019,-4.747732143
3/16/2019,-1.518691756
3/17/2019,-0.891598566
3/18/2019,-2.119529825
3/19/2019,-3.907092199
3/20/2019,-4.322843416
3/21/2019,-5.521149466
3/22/2019,-3.722602888
3/23/2019,-3.045264286
3/24/2019,-6.925761566
3/25/2019,-5.072146953
3/26/2019,0.11698227
3/27/2019,1.704325
3/28/2019,-1.180163043
3/29/2019,-0.2569319
3/30/2019,-4.227652174
3/31/2019,-1.748039286
4/1/2019,-3.666064057
4/2/2019,0.142752727
4/3/2019,2.803767857
4/4/2019,0.705571429
4/5/2019,-0.64764539
4/6/2019,-4.167812057
4/7/2019,0.525388693
4/8/2019,1.986696751
4/9/2019,1.989150538
4/10/2019,-0.178688172
4/11/2019,-1.754833333
4/12/2019,-1.244028674
4/13/2019,2.24844484
4/14/2019,4.596137809
4/15/2019,3.694446809
4/16/2019,-2.540724265
4/17/2019,-1.666021352
4/18/2019,1.892893238
4/19/2019,2.853871886
4/20/2019,1.665624549
4/21/2019,0.268087912
4/22/2019,-1.809456204
4/23/2019,1.039992754
4/24/2019,-1.820443223
4/25/2019,-5.74542029
4/26/2019,-2.53499635
4/27/2019,0.366658537
4/29/2019,-1.439135593
4/30/2019,-3.909569892
5/1/2019,-1.894985915
5/2/2019,-2.507462633
5/3/2019,-5.389895307
5/4/2019,-5.095236364
5/5/2019,-3.489678967
5/6/2019,-0.307198529
5/7/2019,0.803202847
5/8/2019,1.230190647
5/9/2019,5.615675
5/10/2019,5.742416667
5/11/2019,4.828281139
5/12/2019,0.769053571
5/13/2019,0.872743772
5/14/2019,3.847888489
5/15/2019,2.663109091
5/16/2019,0.439206406
5/17/2019,2.989862963
5/18/2019,2.348379433
5/19/2019,2.093014493
5/20/2019,4.963308244
5/21/2019,5.68432971
5/22/2019,1.792754513
5/23/2019,1.917875
5/24/2019,3.654455516
5/25/2019,-0.534291815
5/26/2019,-0.830071174
5/27/2019,1.643403571
5/28/2019,6.051701107
5/29/2019,6.01629588
5/30/2019,3.237842391
5/31/2019,9.2
6/2/2019,1.803084746
6/3/2019,2.057606618
6/4/2019,2.753622711
6/5/2019,3.604679856
6/6/2019,2.998434307
6/7/2019,4.628103943
6/8/2019,0.920555556
6/9/2019,0.525480144
6/10/2019,-1.858207143
6/11/2019,-2.359358156
6/12/2019,0.062434457
6/13/2019,4.088070896
6/14/2019,5.708450549
6/15/2019,3.710235714
6/16/2019,3.894162455
6/17/2019,5.919745318
6/18/2019,4.465157706
6/19/2019,3.501884058
6/20/2019,5.2824
6/21/2019,6.656992481
6/22/2019,4.336155235
6/23/2019,4.750709559
6/24/2019,6.409368
6/25/2019,6.346831541
6/26/2019,7.160451264
6/27/2019,7.889445255
6/28/2019,5.769028881
6/29/2019,7.949570896
6/30/2019,7.840165323
7/1/2019,7.862266904
7/2/2019,14.84069643
7/7/2019,7.355112676
7/8/2019,8.500798535
7/9/2019,7.090880597
7/10/2019,8.047532164
7/11/2019,11.92324643
7/12/2019,12.36475
7/13/2019,10.39087633
7/14/2019,10.57336655
7/15/2019,10.15613523
7/16/2019,12.16218638
7/17/2019,11.54839453
7/18/2019,11.62848029
7/19/2019,12.48370357
7/20/2019,12.29805861
7/21/2019,9.349326241
7/22/2019,9.800140288
7/23/2019,11.70554745
7/24/2019,9.116754448
7/25/2019,7.271071174
7/26/2019,8.332596364
7/27/2019,9.127275986
7/28/2019,12.88408257
7/29/2019,14.61613333
7/31/2019,9.944649215
8/1/2019,9.989160839
8/2/2019,9.577302491
8/3/2019,10.20337011
8/4/2019,9.246820423
8/5/2019,11.47245993
8/6/2019,11.70361404
8/7/2019,12.7054386
8/8/2019,13.2191844
8/9/2019,7.620190141
8/10/2019,7.536777385
8/11/2019,13.14698582
8/12/2019,11.71380565
8/13/2019,9.75146831
8/14/2019,5.203705263
8/15/2019,3.628617544
8/16/2019,2.701749117
8/17/2019,0.585265957
8/18/2019,1.194219081
8/19/2019,1.702578947
8/20/2019,4.294596429
8/21/2019,6.348396491
8/22/2019,6.608457447
8/23/2019,5.105229965
8/24/2019,4.502193662
8/25/2019,8.315167832
8/26/2019,9.556145907
8/27/2019,8.609665493
8/28/2019,9.77743662
8/29/2019,10.05050709
8/30/2019,8.575277193
8/31/2019,7.011989474
9/1/2019,5.741370629
9/2/2019,5.734358885
9/3/2019,6.001898955
9/4/2019,3.815077193
9/5/2019,1.378669014
9/6/2019,-1.499889286
9/7/2019,2.861801418
9/8/2019,2.94269258
9/9/2019,-3.236133574
9/10/2019,-3.454127208
9/11/2019,0.566640411
9/12/2019,2.307512195
9/13/2019,3.610790941
9/14/2019,4.58166899
9/15/2019,-0.396954545
9/16/2019,-1.824903915
9/17/2019,1.413663158
9/18/2019,8.037007018
9/19/2019,6.981236934
9/20/2019,6.986021053
9/21/2019,8.367807018
9/22/2019,9.850883803
9/23/2019,8.953803509
9/24/2019,8.838320285
9/25/2019,8.286553571
9/26/2019,8.249624113
9/27/2019,8.042350877
9/28/2019,4.84927972
9/29/2019,4.22113879
9/30/2019,-1.493017668
10/1/2019,-1.789014085
10/2/2019,-2.25336014
10/3/2019,-0.010264085
10/4/2019,0.295242105
10/5/2019,2.819678445
10/6/2019,4.047943463
